id,fornecedor_id,marca_id,nome_lente,nome_comercial,tipo_lente,material,indice_refracao,categoria,tratamento_antirreflexo,tratamento_antirrisco,tratamento_uv,tratamento_blue_light,tratamento_fotossensiveis,ar,blue,uv400,antirrisco,polarizado,esferico_min,esferico_max,cilindrico_min,cilindrico_max,adicao_min,adicao_max,preco_custo,custo_base,preco_tabela,status,ativo,disponivel,prazo_entrega
b0f1831c-701c-49c8-8be4-7daf6e52a444,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA ENROUTE Hoylux EnRoute 1.67 EnRoute,ENROUTE Hoylux EnRoute,visao_simples,HIGH_INDEX,1.67,premium,False,False,True,False,nenhum,False,False,True,False,False,-12.0,6.0,-6.0,0.0,0.75,3.5,4384.0,4384.0,13152.0,ativo,True,True,10
173c7749-f59b-4da6-9627-389bf808b6f1,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA ENROUTE Miolight / Hiperlight EnRoute 1.74 EnRoute,ENROUTE Miolight / Hiperlight EnRoute,visao_simples,HIGH_INDEX,1.74,premium,False,False,True,False,nenhum,False,False,True,False,False,-15.0,6.0,-4.0,0.0,0.0,0.0,2826.0,2826.0,8478.0,ativo,True,True,10
2f9fc42e-1a2e-4ca1-a12e-ac55f00b767a,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA ENROUTE Miolight / Hiperlight EnRoute 1.67 EnRoute,ENROUTE Miolight / Hiperlight EnRoute,visao_simples,HIGH_INDEX,1.67,premium,False,False,True,False,nenhum,False,False,True,False,False,-15.0,6.0,-4.0,0.0,0.0,0.0,2178.0,2178.0,6534.0,ativo,True,True,10
df4c00ee-5125-4475-9b19-998eb136d074,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA ENROUTE Miolight / Hiperlight EnRoute 1.74 EnRoute,ENROUTE Miolight / Hiperlight EnRoute,visao_simples,HIGH_INDEX,1.74,premium,False,False,True,False,nenhum,False,False,True,False,False,-15.0,6.0,-4.0,0.0,0.0,0.0,2826.0,2826.0,8478.0,ativo,True,True,10
4c843a06-bd11-44f9-8e7c-cdec797356b5,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA ENROUTE Miolight / Hiperlight EnRoute 1.67 EnRoute,ENROUTE Miolight / Hiperlight EnRoute,visao_simples,HIGH_INDEX,1.67,premium,False,False,True,False,nenhum,False,False,True,False,False,-15.0,6.0,-4.0,0.0,0.0,0.0,2178.0,2178.0,6534.0,ativo,True,True,10
ba8cedcb-2513-4818-9522-fe7cf88e18b0,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SYNC SYNC 1.74 BlueControl,SYNC SYNC,visao_simples,HIGH_INDEX,1.74,premium,True,True,True,True,nenhum,True,True,True,True,False,0.0,0.0,-13.0,9.0,0.0,0.0,3452.0,3452.0,10356.0,ativo,True,True,10
3ce0f226-9f96-4c0e-903b-50d591d107a5,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SYNC SYNC 1.67 BlueControl,SYNC SYNC,visao_simples,HIGH_INDEX,1.67,premium,True,True,True,True,nenhum,True,True,True,True,False,0.0,0.0,-13.0,9.0,0.0,0.0,3020.0,3020.0,9060.0,ativo,True,True,10
0f79e94c-3b53-40b4-88cf-c02353f45179,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SYNC SYNC 1.61 BlueControl,SYNC SYNC,visao_simples,HIGH_INDEX,1.61,premium,True,True,True,True,nenhum,True,True,True,True,False,0.0,0.0,-13.0,9.0,0.0,0.0,2372.0,2372.0,7116.0,ativo,True,True,10
f8943116-d62a-4831-a2f8-9d1cf1a590a5,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SYNC SYNC 1.50 BlueControl,SYNC SYNC,visao_simples,TRIVEX,1.50,premium,True,True,True,True,nenhum,True,True,True,True,False,0.0,0.0,-13.0,9.0,0.0,0.0,1616.0,1616.0,4848.0,ativo,True,True,10
e687a9cb-c57c-4080-9dd4-3c96369bfe0c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SYNC SYNC 1.50 BlueControl,SYNC SYNC,visao_simples,CR39,1.50,premium,True,True,True,True,nenhum,True,True,True,True,False,0.0,0.0,-13.0,9.0,0.0,0.0,1616.0,1616.0,4848.0,ativo,True,True,10
f03c1172-8b9c-4cae-b4c4-584ff5705544,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SYNC SYNC 1.67 Sensity 2 + BlueControl,SYNC SYNC,visao_simples,HIGH_INDEX,1.67,premium,True,True,True,True,fotocromático,True,True,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,3938.0,3938.0,11814.0,ativo,True,True,10
b8417c5b-c96d-482d-8a08-fab565247c81,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SYNC SYNC 1.67 Sensity 2 + BlueControl,SYNC SYNC,visao_simples,HIGH_INDEX,1.67,premium,True,True,True,True,fotocromático,True,True,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,3938.0,3938.0,11814.0,ativo,True,True,10
6939eb57-0094-4bcf-a632-ca309a123d82,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SYNC SYNC 1.67 Sensity 2 + No-Risk BC,SYNC SYNC,visao_simples,HIGH_INDEX,1.67,premium,False,False,True,False,fotocromático,False,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3668.0,3668.0,11004.0,ativo,True,True,10
115b40e9-9f8e-4e4c-b772-a349c918fbce,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SYNC SYNC 1.50 Sun Pro,SYNC SYNC,visao_simples,CR39,1.50,premium,False,False,False,False,nenhum,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,3.0,2188.0,2188.0,6564.0,ativo,True,True,10
334c67ab-6d5e-45e5-8da8-f0344146d3b1,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SYNC SYNC 1.74 Coloração,SYNC SYNC,visao_simples,HIGH_INDEX,1.74,premium,False,False,True,False,nenhum,False,False,True,False,False,0.0,0.0,-13.0,9.0,0.0,0.0,3452.0,3452.0,10356.0,ativo,True,True,10
9382e3e4-264a-484b-9076-7ca4c4825e32,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SYNC SYNC 1.67 Coloração,SYNC SYNC,visao_simples,HIGH_INDEX,1.67,premium,False,False,True,False,nenhum,False,False,True,False,False,0.0,0.0,-13.0,9.0,0.0,0.0,3020.0,3020.0,9060.0,ativo,True,True,10
22b1b8c2-c82c-454f-9e06-0f5132ef2d25,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SYNC SYNC 1.61 Coloração,SYNC SYNC,visao_simples,HIGH_INDEX,1.61,premium,False,False,True,False,nenhum,False,False,True,False,False,0.0,0.0,-13.0,9.0,0.0,0.0,2372.0,2372.0,7116.0,ativo,True,True,10
a9d38075-54ad-4041-b61c-e29830582f1b,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SYNC SYNC 1.50 Coloração,SYNC SYNC,visao_simples,CR39,1.50,premium,False,False,False,False,nenhum,False,False,False,False,False,0.0,0.0,-13.0,9.0,0.0,0.0,1886.0,1886.0,5658.0,ativo,True,True,10
02b6be60-9466-4bb8-afb8-7463276ed74e,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.74 BlueControl,SPORTIVE Hoylux Sportive,visao_simples,HIGH_INDEX,1.74,premium,True,True,True,True,nenhum,True,True,True,True,False,-5.0,4.0,-4.0,0.0,1.0,2.5,6550.0,6550.0,19650.0,ativo,True,True,10
8537a440-1649-4446-9233-2966ba3880ef,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.67 BlueControl,SPORTIVE Hoylux Sportive,visao_simples,HIGH_INDEX,1.67,premium,True,True,True,True,nenhum,True,True,True,True,False,-5.0,4.0,-4.0,0.0,1.0,2.5,4768.0,4768.0,14304.0,ativo,True,True,10
e7424838-4860-49a6-bddb-22deb42cfcae,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.50 BlueControl,SPORTIVE Hoylux Sportive,visao_simples,TRIVEX,1.50,premium,True,True,True,True,nenhum,True,True,True,True,False,-5.0,4.0,-4.0,0.0,1.0,2.5,4282.0,4282.0,12846.0,ativo,True,True,10
c3c69f04-82ec-44c1-b757-63c5329ec098,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.50 BlueControl,SPORTIVE Hoylux Sportive,visao_simples,CR39,1.50,premium,True,True,True,True,nenhum,True,True,True,True,False,-5.0,4.0,-4.0,0.0,1.0,2.5,3958.0,3958.0,11874.0,ativo,True,True,10
c1a4c066-110d-443a-b361-300947815ce7,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.74 LongLife,SPORTIVE Hoylux Sportive,visao_simples,HIGH_INDEX,1.74,premium,True,True,True,False,nenhum,True,False,True,True,False,-5.0,4.0,-4.0,0.0,1.0,2.5,6550.0,6550.0,19650.0,ativo,True,True,10
9edaaab8-b15a-4614-a038-e6c8982a08a9,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.67 LongLife,SPORTIVE Hoylux Sportive,visao_simples,HIGH_INDEX,1.67,premium,True,True,True,False,nenhum,True,False,True,True,False,-5.0,4.0,-4.0,0.0,1.0,2.5,4768.0,4768.0,14304.0,ativo,True,True,10
023d0b4b-b2d0-441b-bcbf-a20e72592842,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.50 LongLife,SPORTIVE Hoylux Sportive,visao_simples,TRIVEX,1.50,premium,True,True,False,False,nenhum,True,False,False,True,False,-5.0,4.0,-4.0,0.0,1.0,2.5,4282.0,4282.0,12846.0,ativo,True,True,10
8013eb04-b7b2-43e7-baf6-fbadfb381e4b,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.50 LongLife,SPORTIVE Hoylux Sportive,visao_simples,CR39,1.50,premium,True,True,False,False,nenhum,True,False,False,True,False,-5.0,4.0,-4.0,0.0,1.0,2.5,3958.0,3958.0,11874.0,ativo,True,True,10
07da4f10-7eea-488d-a428-af8601c3dc41,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.74 No-Risk BlueControl,SPORTIVE Hoylux Sportive,visao_simples,HIGH_INDEX,1.74,premium,True,True,True,True,nenhum,True,True,True,True,False,-5.0,4.0,-4.0,0.0,1.0,2.5,6280.0,6280.0,18840.0,ativo,True,True,10
4b707e65-be13-464c-b36c-e1ecf5d6376e,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.67 No-Risk BlueControl,SPORTIVE Hoylux Sportive,visao_simples,HIGH_INDEX,1.67,premium,True,True,True,True,nenhum,True,True,True,True,False,-5.0,4.0,-4.0,0.0,1.0,2.5,4498.0,4498.0,13494.0,ativo,True,True,10
6d2380cf-ed4c-4eeb-8b20-ae65bb927211,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.50 No-Risk BlueControl,SPORTIVE Hoylux Sportive,visao_simples,TRIVEX,1.50,premium,True,True,True,True,nenhum,True,True,True,True,False,-5.0,4.0,-4.0,0.0,1.0,2.5,4012.0,4012.0,12036.0,ativo,True,True,10
13b24c6b-2296-47ce-882a-81aa9e24fc21,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.50 No-Risk BlueControl,SPORTIVE Hoylux Sportive,visao_simples,CR39,1.50,premium,True,True,True,True,nenhum,True,True,True,True,False,-5.0,4.0,-4.0,0.0,1.0,2.5,3688.0,3688.0,11064.0,ativo,True,True,10
0073b2da-b221-4b1b-b165-b872a841a5fe,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.74 No-Risk,SPORTIVE Hoylux Sportive,visao_simples,HIGH_INDEX,1.74,premium,False,False,True,False,nenhum,False,False,True,False,False,-5.0,4.0,-4.0,0.0,1.0,2.5,6280.0,6280.0,18840.0,ativo,True,True,10
92ad953e-76b3-43e9-be80-9ed82cab7b7a,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.67 No-Risk,SPORTIVE Hoylux Sportive,visao_simples,HIGH_INDEX,1.67,premium,False,False,True,False,nenhum,False,False,True,False,False,-5.0,4.0,-4.0,0.0,1.0,2.5,4498.0,4498.0,13494.0,ativo,True,True,10
e20c67ca-eb07-4e9e-878e-d394ff98793d,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.50 No-Risk,SPORTIVE Hoylux Sportive,visao_simples,TRIVEX,1.50,premium,False,False,False,False,nenhum,False,False,False,False,False,-5.0,4.0,-4.0,0.0,1.0,2.5,4012.0,4012.0,12036.0,ativo,True,True,10
2bf7d967-77c7-4c7c-b4d3-3fc0a188fd9c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.50 No-Risk,SPORTIVE Hoylux Sportive,visao_simples,CR39,1.50,premium,False,False,False,False,nenhum,False,False,False,False,False,-5.0,4.0,-4.0,0.0,1.0,2.5,3688.0,3688.0,11064.0,ativo,True,True,10
cb53e176-e998-4d20-9825-1c18ca5d98b5,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.74 CleanExtra,SPORTIVE Hoylux Sportive,visao_simples,HIGH_INDEX,1.74,premium,False,False,True,False,nenhum,False,False,True,False,False,-5.0,4.0,-4.0,0.0,1.0,2.5,5902.0,5902.0,17706.0,ativo,True,True,10
1a0d8180-d7cc-4259-bf58-b95031ce46e2,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.67 CleanExtra,SPORTIVE Hoylux Sportive,visao_simples,HIGH_INDEX,1.67,premium,False,False,True,False,nenhum,False,False,True,False,False,-5.0,4.0,-4.0,0.0,1.0,2.5,4120.0,4120.0,12360.0,ativo,True,True,10
0f26b3fb-33a7-40a9-9f8f-7fab33140b04,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.50 CleanExtra,SPORTIVE Hoylux Sportive,visao_simples,TRIVEX,1.50,premium,False,False,False,False,nenhum,False,False,False,False,False,-5.0,4.0,-4.0,0.0,1.0,2.5,3634.0,3634.0,10902.0,ativo,True,True,10
b9ef40f9-fc3f-4409-aa7f-91208dc1928f,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.50 CleanExtra,SPORTIVE Hoylux Sportive,visao_simples,CR39,1.50,premium,False,False,False,False,nenhum,False,False,False,False,False,-5.0,4.0,-4.0,0.0,1.0,2.5,3310.0,3310.0,9930.0,ativo,True,True,10
01df0f2b-0dfd-4e4d-8a39-f8e2d939a1a3,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.74 Hard,SPORTIVE Hoylux Sportive,visao_simples,HIGH_INDEX,1.74,premium,True,True,True,False,nenhum,True,False,True,True,False,-5.0,4.0,-4.0,0.0,1.0,2.5,5524.0,5524.0,16572.0,ativo,True,True,10
248c93c9-2ca4-4776-ae38-bb892047a956,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.67 Hard,SPORTIVE Hoylux Sportive,visao_simples,HIGH_INDEX,1.67,premium,True,True,True,False,nenhum,True,False,True,True,False,-5.0,4.0,-4.0,0.0,1.0,2.5,3742.0,3742.0,11226.0,ativo,True,True,10
404394ab-f427-49ba-85a4-ea7020d11108,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.50 Hard,SPORTIVE Hoylux Sportive,visao_simples,TRIVEX,1.50,premium,True,True,False,False,nenhum,True,False,False,True,False,-5.0,4.0,-4.0,0.0,1.0,2.5,3256.0,3256.0,9768.0,ativo,True,True,10
41bf2329-c67b-473a-a256-fd19b7eaff06,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.50 Hard,SPORTIVE Hoylux Sportive,visao_simples,CR39,1.50,premium,True,True,False,False,nenhum,True,False,False,True,False,-5.0,4.0,-4.0,0.0,1.0,2.5,2932.0,2932.0,8796.0,ativo,True,True,10
52d04a15-f3d8-4b8f-86c1-1f1622fb017e,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.61 BlueControl,SPORTIVE Hoylux Sportive,visao_simples,HIGH_INDEX,1.61,premium,True,True,True,True,nenhum,True,True,True,True,False,0.0,-4.0,1.0,2.5,0.0,0.0,5632.0,5632.0,16896.0,ativo,True,True,10
044b71d4-dc73-4f7c-844c-d71eebf9135f,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.50 BlueControl,SPORTIVE Hoylux Sportive,visao_simples,TRIVEX,1.50,premium,True,True,True,True,nenhum,True,True,True,True,False,0.0,-4.0,1.0,2.5,0.0,0.0,5308.0,5308.0,15924.0,ativo,True,True,10
740e4f3e-9a99-4130-a717-bc78d9a818da,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.61 LongLife,SPORTIVE Hoylux Sportive,visao_simples,HIGH_INDEX,1.61,premium,True,True,True,False,nenhum,True,False,True,True,False,0.0,-4.0,1.0,2.5,0.0,0.0,5632.0,5632.0,16896.0,ativo,True,True,10
01f74457-81d6-4298-b9a5-4ea7f371827a,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.50 LongLife,SPORTIVE Hoylux Sportive,visao_simples,TRIVEX,1.50,premium,True,True,False,False,nenhum,True,False,False,True,False,0.0,-4.0,1.0,2.5,0.0,0.0,5308.0,5308.0,15924.0,ativo,True,True,10
bea15e9c-f2b8-401d-8098-18f8217a8957,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.61 No-Risk BlueControl,SPORTIVE Hoylux Sportive,visao_simples,HIGH_INDEX,1.61,premium,True,True,True,True,nenhum,True,True,True,True,False,0.0,-4.0,1.0,2.5,0.0,0.0,5362.0,5362.0,16086.0,ativo,True,True,10
3738361d-a173-43b6-800e-cb0e879e9062,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.50 No-Risk BlueControl,SPORTIVE Hoylux Sportive,visao_simples,TRIVEX,1.50,premium,True,True,True,True,nenhum,True,True,True,True,False,0.0,-4.0,1.0,2.5,0.0,0.0,5038.0,5038.0,15114.0,ativo,True,True,10
bbe2be15-579d-443b-a5fb-73a4d687e229,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,852e5fb8-8eae-4805-a5cb-a5a1e8638f5c,HOYA SPORTIVE Hoylux Sportive 1.61 No-Risk,SPORTIVE Hoylux Sportive,visao_simples,HIGH_INDEX,1.61,premium,False,False,True,False,nenhum,False,False,True,False,False,0.0,-4.0,1.0,2.5,0.0,0.0,5362.0,5362.0,16086.0,ativo,True,True,10
